Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Attrition
27,1337,22,1,58,Human Resources,2,2863,19555,1,12,1,1,1,0,Yes
35,682,18,2,71,Sales Executive,1,5561,15975,0,16,4,6,5,4,No
28,1103,16,3,49,Research Scientist,3,2144,2122,1,14,3,5,5,4,No
31,976,3,3,48,Research Scientist,1,3065,3995,1,13,4,4,4,3,No
36,1351,9,1,66,Laboratory Technician,2,2810,9238,1,22,2,5,5,2,No
34,937,1,1,32,Sales Executive,4,9888,6770,1,21,1,14,14,1,No
34,1239,13,4,39,Sales Executive,3,8628,22914,1,18,3,9,8,1,No
26,157,1,3,95,Laboratory Technician,1,2867,20006,0,13,4,8,7,6,No
29,136,1,1,89,Healthcare Representative,1,5373,6225,0,12,1,6,5,2,No
32,1146,15,3,34,Healthcare Representative,4,6667,16542,5,18,2,9,5,2,No
31,1125,1,4,48,Research Scientist,1,5003,5771,1,21,2,10,10,7,No
28,1404,17,3,32,Laboratory Technician,4,2367,18779,5,12,1,6,4,3,Yes
38,1404,1,1,59,Sales Representative,1,2858,11473,4,14,1,20,1,0,No
35,1224,7,3,55,Sales Executive,4,5204,13586,1,11,4,10,10,9,No
27,954,9,4,44,Sales Executive,4,4105,5099,1,14,1,7,7,7,No
32,1373,5,4,56,Manufacturing Director,4,9679,10138,8,24,2,8,1,0,No
31,754,26,1,63,Sales Executive,4,5617,21075,1,11,3,10,10,8,Yes
53,1168,24,1,66,Sales Executive,1,10448,5843,6,13,2,15,2,2,Yes
54,155,9,1,67,Research Scientist,3,2897,22474,3,11,3,9,4,3,No
33,1303,7,4,36,Healthcare Representative,3,5968,18079,1,20,3,9,9,8,No
43,574,11,1,30,Healthcare Representative,3,7510,16873,1,17,2,10,10,9,No
38,1444,1,4,88,Human Resources,2,2991,5224,0,11,2,7,6,2,No
55,189,26,3,71,Manager,2,19636,25811,4,18,1,35,10,4,No
31,1276,2,4,59,Laboratory Technician,4,1129,17536,1,11,3,1,1,0,No
39,119,15,2,77,Sales Executive,1,13341,25098,0,12,1,21,20,10,No
42,335,23,4,37,Research Scientist,3,4332,14811,1,12,4,20,20,7,No
31,697,10,3,40,Research Director,3,11031,26862,4,20,3,13,11,8,No
54,157,10,3,77,Manufacturing Director,1,4440,25198,6,19,4,9,5,4,No
24,771,1,2,45,Healthcare Representative,3,4617,14120,1,12,2,4,4,2,No
23,571,12,4,78,Laboratory Technician,4,2647,13672,1,13,3,5,5,4,No
40,692,11,4,73,Laboratory Technician,3,6323,26849,1,11,1,10,10,4,No
40,444,2,2,92,Sales Executive,2,5677,4258,3,14,3,15,11,10,No
25,309,2,3,82,Human Resources,2,2187,19655,4,14,3,6,2,2,No
30,911,1,4,76,Laboratory Technician,2,3748,4077,1,13,3,12,12,7,No
25,977,2,4,57,Laboratory Technician,3,3977,7298,6,19,3,7,2,2,No
47,1180,25,1,84,Healthcare Representative,3,8633,13084,2,23,2,25,17,11,No
33,1313,1,2,59,Laboratory Technician,3,2008,20439,1,12,3,1,1,0,No
38,1321,1,4,86,Sales Executive,2,4440,7636,0,15,1,16,15,8,No
31,1154,2,1,54,Sales Representative,3,3067,6393,0,19,3,3,2,2,No
38,508,6,1,72,Manufacturing Director,3,5321,14284,2,11,4,10,8,7,No
42,557,18,4,35,Research Scientist,1,5410,11189,6,17,3,9,4,2,No
41,642,1,4,76,Research Scientist,4,2782,21412,3,22,1,12,5,0,No
47,1162,1,3,98,Research Director,2,11957,17231,0,18,1,14,13,12,No
35,1490,11,4,43,Laboratory Technician,3,2660,20232,7,11,3,5,2,2,No
22,581,1,4,63,Research Scientist,3,3375,17624,0,12,4,4,3,2,No
35,1395,9,2,48,Research Scientist,3,5098,18698,1,19,2,10,10,8,No
33,501,15,2,95,Healthcare Representative,4,4878,21653,0,13,1,10,9,1,No
32,267,29,3,49,Laboratory Technician,2,2837,15919,1,13,3,6,6,1,No
40,543,1,1,83,Laboratory Technician,4,2406,4060,8,19,3,8,1,0,No
32,234,1,2,68,Sales Representative,2,2269,18024,0,14,2,3,2,2,No
39,116,24,1,52,Research Scientist,4,4108,5340,7,13,1,18,7,7,No
38,201,10,2,99,Research Director,3,13206,3376,3,12,1,20,18,11,No
32,801,1,3,48,Sales Executive,4,10422,24032,1,19,3,14,14,7,No
37,161,10,3,42,Research Director,4,13744,15471,1,25,1,16,16,8,No
25,1382,8,1,85,Sales Executive,3,4907,13684,0,22,2,6,5,4,No
52,585,29,1,40,Sales Representative,4,3482,19788,2,15,2,16,9,0,No
44,1037,1,2,42,Research Scientist,4,2436,13422,6,12,3,6,4,2,No
21,501,5,3,58,Sales Representative,1,2380,25479,1,11,4,2,2,2,No
39,105,9,4,87,Manager,4,19431,15302,2,13,3,21,6,3,No
23,638,9,4,33,Sales Representative,1,1790,26956,1,19,1,1,1,0,Yes
36,557,3,1,94,Sales Executive,4,7644,12695,0,19,3,10,9,4,No
36,688,4,4,97,Manufacturing Director,2,5131,9192,7,13,2,18,4,2,No
56,667,1,3,57,Healthcare Representative,3,6306,26236,1,21,1,13,13,9,No
29,1092,1,1,36,Research Scientist,4,4787,26124,9,14,2,4,2,2,Yes
42,300,2,1,56,Manager,3,18880,17312,5,11,1,24,22,14,No
56,310,7,4,72,Laboratory Technician,3,2339,3666,8,11,4,14,10,8,Yes
41,582,28,1,60,Manufacturing Director,2,13570,5640,0,23,3,21,20,10,No
34,704,28,4,95,Sales Executive,3,6712,8978,1,21,4,8,8,7,No
36,301,15,4,88,Sales Executive,4,5406,10436,1,24,1,15,15,11,No
41,930,3,3,57,Sales Executive,2,8938,12227,2,11,3,14,5,4,No
32,529,2,4,78,Research Scientist,1,2439,11288,1,14,4,4,4,2,No
35,1146,26,3,31,Human Resources,4,8837,16642,1,16,3,9,9,7,No
38,345,10,1,100,Sales Executive,4,5343,5982,1,11,3,10,10,9,No
50,878,1,2,94,Sales Executive,3,6728,14255,7,12,4,12,6,1,Yes
36,1120,11,2,100,Sales Executive,4,6652,14369,4,13,1,8,6,0,No
45,374,20,4,50,Sales Executive,3,4850,23333,8,15,3,8,5,1,No
40,1322,2,3,52,Research Scientist,3,2809,2725,2,14,4,8,2,2,No
35,1199,18,3,80,Healthcare Representative,3,5689,24594,1,14,4,10,10,2,No
40,1194,2,3,98,Research Scientist,3,2001,12549,2,14,2,20,5,2,No
35,287,1,3,62,Research Scientist,4,2977,8952,1,12,4,4,4,1,No
29,1378,13,4,46,Laboratory Technician,2,4025,23679,4,13,1,10,4,3,No
29,468,28,4,73,Research Scientist,1,3785,8489,1,14,2,5,5,4,No
50,410,28,4,39,Sales Executive,1,10854,16586,4,13,2,20,3,0,Yes
39,722,24,2,60,Sales Executive,4,12031,8828,0,11,1,21,20,6,No
31,325,5,2,74,Manufacturing Director,1,9936,3787,0,19,2,10,9,7,No
26,1167,5,4,30,Sales Representative,3,2966,21378,0,18,4,5,4,0,No
36,884,23,3,41,Laboratory Technician,4,2571,12290,4,17,3,17,5,3,No
39,613,6,4,42,Healthcare Representative,1,9991,21457,4,15,1,9,7,7,No
27,155,4,2,87,Manufacturing Director,2,6142,5174,1,20,2,6,6,3,No
49,1023,2,4,63,Sales Executive,2,5390,13243,2,14,4,17,9,8,No
34,628,8,2,82,Laboratory Technician,3,4404,10228,2,12,1,6,4,2,No
21,1427,18,4,65,Research Scientist,4,2693,8870,1,19,1,1,1,0,Yes
34,790,24,1,40,Sales Executive,2,4599,7815,0,23,3,16,15,10,Yes
58,286,2,4,31,Research Director,2,19246,25761,7,12,4,40,31,8,Yes
46,669,9,3,64,Sales Executive,4,9619,13596,1,16,4,9,9,7,Yes
25,867,19,3,36,Sales Representative,2,2413,18798,1,18,3,1,1,0,Yes
18,1306,5,2,69,Sales Representative,2,1878,8059,1,14,4,0,0,0,Yes
38,903,2,3,81,Manufacturing Director,2,4855,7653,4,11,1,7,5,4,Yes
31,249,6,2,76,Sales Executive,3,6172,20739,4,18,2,12,7,7,Yes
21,1427,18,4,65,Research Scientist,4,2693,8870,1,19,1,1,1,0,Yes
52,266,2,1,57,Manager,4,19845,25846,1,15,4,33,32,9,Yes
44,429,1,3,99,Research Scientist,2,2342,11092,1,12,3,6,5,3,Yes
26,920,20,4,69,Human Resources,2,2148,6889,0,11,3,6,5,4,Yes
24,1287,7,1,55,Laboratory Technician,3,2886,14168,1,16,4,6,6,2,Yes
32,964,1,1,34,Sales Executive,2,6735,12147,6,15,2,10,0,0,Yes
55,725,2,4,78,Manager,1,19859,21199,5,13,4,24,5,4,Yes
35,622,14,3,39,Laboratory Technician,2,3743,10074,1,24,4,5,4,2,Yes
32,374,25,1,87,Laboratory Technician,4,2795,18016,1,24,3,1,1,1,Yes
22,617,3,2,34,Manufacturing Director,3,4171,10022,0,19,1,4,3,2,Yes
45,1449,2,1,94,Manager,2,18824,2493,2,16,1,26,24,11,Yes
35,1204,4,4,86,Sales Executive,1,9582,10333,0,22,1,9,8,7,Yes
19,504,10,1,96,Research Scientist,2,1859,6148,1,25,2,1,1,0,Yes
21,756,1,1,99,Sales Representative,2,2174,9150,1,11,3,3,3,2,Yes
37,1373,2,4,92,Laboratory Technician,3,2090,2396,6,15,2,7,0,0,Yes
55,725,2,4,78,Manager,1,19859,21199,5,13,4,24,5,4,Yes
50,878,1,2,94,Sales Executive,3,6728,14255,7,12,4,12,6,1,Yes
40,299,25,4,57,Sales Executive,2,9094,17235,2,12,3,9,5,0,Yes
33,813,14,3,58,Laboratory Technician,4,2436,22149,5,13,3,8,5,4,Yes
44,1376,1,2,91,Human Resources,1,10482,2326,9,14,4,24,20,6,Yes
35,737,10,4,55,Sales Executive,1,10306,21530,9,17,3,15,13,0,Yes
53,607,2,3,78,Manufacturing Director,4,10169,14618,0,16,2,34,33,9,Yes
31,249,6,2,76,Sales Executive,3,6172,20739,4,18,2,12,7,7,Yes
44,935,3,1,89,Laboratory Technician,1,2362,14669,4,12,3,10,3,2,Yes
30,600,8,3,66,Human Resources,4,2180,9732,6,11,3,6,4,2,Yes
34,1362,19,1,67,Sales Executive,4,5304,4652,8,13,2,9,5,4,Yes
58,147,23,4,94,Healthcare Representative,4,10312,3465,1,12,4,40,40,6,Yes
50,878,1,2,94,Sales Executive,3,6728,14255,7,12,4,12,6,1,Yes
26,1146,8,4,38,Sales Executive,1,5326,3064,6,17,3,6,4,2,Yes
52,723,8,3,85,Research Scientist,2,4941,17747,2,15,1,11,8,7,Yes
32,414,2,3,82,Sales Executive,2,9907,26186,7,12,3,7,2,2,Yes
26,575,3,3,73,Research Scientist,1,3102,6582,0,22,3,7,6,4,Yes
31,667,1,2,50,Sales Representative,3,1359,16154,1,12,2,1,1,0,Yes
29,459,24,4,73,Research Scientist,4,2439,14753,1,24,2,1,1,0,Yes
53,607,2,3,78,Manufacturing Director,4,10169,14618,0,16,2,34,33,9,Yes
43,807,17,3,38,Research Scientist,3,2437,15587,9,16,4,6,1,0,Yes
46,669,9,3,64,Sales Executive,4,9619,13596,1,16,4,9,9,7,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
31,1445,1,3,100,Manufacturing Director,2,7446,8931,1,11,1,10,10,7,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
39,1162,3,4,41,Sales Executive,3,5238,17778,4,18,1,12,1,0,Yes
19,419,21,4,37,Sales Representative,2,2121,9947,1,13,2,1,1,0,Yes
41,143,4,1,56,Sales Executive,2,9355,9558,1,18,3,8,8,7,Yes
29,408,25,3,71,Research Scientist,2,2546,18300,5,16,2,6,2,1,Yes
35,1204,4,4,86,Sales Executive,1,9582,10333,0,22,1,9,8,7,Yes
27,1337,22,1,58,Human Resources,2,2863,19555,1,12,1,1,1,0,Yes
39,1162,3,4,41,Sales Executive,3,5238,17778,4,18,1,12,1,0,Yes
33,1017,25,1,55,Research Scientist,2,2313,2993,4,20,2,5,2,2,Yes
31,249,6,2,76,Sales Executive,3,6172,20739,4,18,2,12,7,7,Yes
26,471,24,3,66,Laboratory Technician,4,2340,23213,1,18,2,1,1,0,Yes
27,135,17,4,51,Research Scientist,3,2394,25681,1,13,4,8,8,7,Yes
25,240,5,3,46,Sales Executive,3,5744,26959,1,11,4,6,6,3,Yes
33,827,29,1,54,Research Scientist,3,4508,3129,1,22,2,14,13,8,Yes
26,1146,8,4,38,Sales Executive,1,5326,3064,6,17,3,6,4,2,Yes
30,464,4,3,40,Research Scientist,4,2285,3427,9,23,3,3,1,0,Yes
36,318,9,4,79,Research Scientist,3,3388,21777,0,17,1,2,1,0,Yes
50,869,3,1,86,Sales Representative,3,2683,3810,1,14,3,3,3,2,Yes
23,1243,6,3,63,Laboratory Technician,1,1601,3445,1,21,3,1,0,0,Yes
21,756,1,1,99,Sales Representative,2,2174,9150,1,11,3,3,3,2,Yes
44,1376,1,2,91,Human Resources,1,10482,2326,9,14,4,24,20,6,Yes
28,654,1,1,67,Research Scientist,2,2216,3872,7,13,4,10,7,7,Yes
33,118,16,1,69,Sales Executive,1,5324,26507,5,15,3,6,3,2,Yes
37,625,1,1,46,Sales Executive,3,10609,14922,5,11,3,17,14,7,Yes
53,607,2,3,78,Manufacturing Director,4,10169,14618,0,16,2,34,33,9,Yes
23,427,7,3,99,Sales Representative,4,2275,25103,1,21,2,3,3,2,Yes
25,383,9,1,68,Sales Representative,1,4400,15182,3,12,1,6,3,2,Yes
24,813,1,2,61,Research Scientist,4,2293,3020,2,16,1,6,2,0,Yes
31,1445,1,3,100,Manufacturing Director,2,7446,8931,1,11,1,10,10,7,Yes
30,334,26,3,52,Sales Executive,1,6696,22967,5,15,3,9,6,1,Yes
33,211,16,1,74,Sales Executive,1,8564,10092,2,20,3,11,0,0,Yes
33,1076,3,1,70,Research Scientist,1,3348,3164,1,11,1,10,10,7,Yes
31,703,2,3,90,Sales Representative,4,2785,11882,7,14,3,3,1,0,Yes
28,1157,2,1,84,Research Scientist,4,3464,24737,5,13,4,5,3,2,Yes
22,617,3,2,34,Manufacturing Director,3,4171,10022,0,19,1,4,3,2,Yes
33,827,29,1,54,Research Scientist,3,4508,3129,1,22,2,14,13,8,Yes
37,1373,2,4,92,Laboratory Technician,3,2090,2396,6,15,2,7,0,0,Yes
26,1330,21,1,37,Laboratory Technician,3,2377,19373,1,20,3,1,1,0,Yes
33,350,5,4,34,Sales Representative,3,2851,9150,1,13,2,1,1,0,Yes
39,1122,6,4,70,Laboratory Technician,1,2404,4303,7,21,4,8,2,2,Yes
36,1218,9,3,82,Sales Representative,1,3407,6986,7,23,2,10,5,3,Yes
33,350,5,4,34,Sales Representative,3,2851,9150,1,13,2,1,1,0,Yes
46,1254,10,3,64,Sales Executive,2,7314,14011,5,21,3,14,8,7,Yes
18,544,3,2,70,Sales Representative,4,1569,18420,1,12,3,0,0,0,Yes
44,1097,10,3,96,Research Scientist,3,2936,10826,1,11,3,6,6,2,Yes
29,350,13,1,56,Human Resources,1,2335,3157,4,15,4,4,2,0,Yes
47,666,29,1,88,Manager,2,11849,10268,1,12,4,10,10,9,Yes
58,601,7,3,53,Manufacturing Director,1,10008,12023,7,14,4,31,10,9,Yes
36,1456,13,2,96,Sales Executive,1,6134,8658,5,13,2,16,2,2,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
32,238,5,1,47,Research Scientist,3,2432,15318,3,14,1,8,4,3,Yes
36,318,9,4,79,Research Scientist,3,3388,21777,0,17,1,2,1,0,Yes
49,1184,11,3,43,Sales Executive,4,7654,5860,1,18,1,9,9,7,Yes
18,230,3,3,54,Laboratory Technician,3,1420,25233,1,13,3,0,0,0,Yes
46,669,9,3,64,Sales Executive,4,9619,13596,1,16,4,9,9,7,Yes
24,240,22,4,58,Human Resources,3,1555,11585,1,11,3,1,1,0,Yes
33,211,16,1,74,Sales Executive,1,8564,10092,2,20,3,11,0,0,Yes
26,920,20,4,69,Human Resources,2,2148,6889,0,11,3,6,5,4,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
32,515,1,4,62,Laboratory Technician,3,3730,9571,0,14,4,4,3,2,Yes
34,234,9,4,93,Laboratory Technician,1,5346,6208,4,17,3,11,7,7,Yes
43,807,17,3,38,Research Scientist,3,2437,15587,9,16,4,6,1,0,Yes
50,410,28,4,39,Sales Executive,1,10854,16586,4,13,2,20,3,0,Yes
24,693,3,1,65,Sales Executive,3,4577,24785,9,14,1,4,2,0,Yes
37,625,1,1,46,Sales Executive,3,10609,14922,5,11,3,17,14,7,Yes
21,756,1,1,99,Sales Representative,2,2174,9150,1,11,3,3,3,2,Yes
31,542,20,2,71,Sales Executive,3,4559,24788,3,11,3,4,2,2,Yes
44,621,15,1,73,Healthcare Representative,4,7978,14075,1,11,4,10,10,5,Yes
31,359,18,4,89,Human Resources,1,2956,21495,0,17,3,2,1,0,Yes
53,607,2,3,78,Manufacturing Director,4,10169,14618,0,16,2,34,33,9,Yes
36,660,15,1,81,Laboratory Technician,3,4834,7858,7,14,2,9,1,0,Yes
50,410,28,4,39,Sales Executive,1,10854,16586,4,13,2,20,3,0,Yes
37,504,10,1,61,Manufacturing Director,3,10048,22573,6,11,2,17,1,0,Yes
39,360,23,3,93,Research Scientist,1,3904,22154,0,13,1,6,5,3,Yes
46,669,9,3,64,Sales Executive,4,9619,13596,1,16,4,9,9,7,Yes
44,920,24,4,43,Laboratory Technician,3,3161,19920,3,22,4,19,1,0,Yes
19,489,2,1,52,Human Resources,4,2564,18437,1,12,3,1,1,0,Yes
26,1146,8,4,38,Sales Executive,1,5326,3064,6,17,3,6,4,2,Yes
26,426,17,2,58,Human Resources,3,2741,22808,0,11,2,8,7,0,Yes
50,869,3,1,86,Sales Representative,3,2683,3810,1,14,3,3,3,2,Yes
55,725,2,4,78,Manager,1,19859,21199,5,13,4,24,5,4,Yes
28,1366,24,2,72,Healthcare Representative,1,8722,12355,1,12,1,10,10,9,Yes
50,878,1,2,94,Sales Executive,3,6728,14255,7,12,4,12,6,1,Yes
28,1009,1,1,45,Laboratory Technician,2,2596,7160,1,15,1,1,1,0,Yes
46,261,21,4,66,Healthcare Representative,2,8926,10842,4,22,4,13,9,7,Yes
34,296,6,4,33,Sales Representative,3,2351,12253,0,16,4,3,2,0,Yes
18,247,8,3,80,Laboratory Technician,3,1904,13556,1,12,4,0,0,0,Yes
33,1076,3,1,70,Research Scientist,1,3348,3164,1,11,1,10,10,7,Yes
28,1009,1,1,45,Laboratory Technician,2,2596,7160,1,15,1,1,1,0,Yes
55,267,13,1,85,Sales Executive,3,13695,9277,6,17,3,24,19,8,Yes
55,267,13,1,85,Sales Executive,3,13695,9277,6,17,3,24,19,8,Yes
32,1045,4,4,32,Sales Executive,4,10400,25812,1,11,3,14,14,8,Yes
36,885,16,3,43,Laboratory Technician,1,2743,8269,1,16,3,18,17,14,Yes
34,699,6,2,83,Research Scientist,1,2960,17102,2,11,3,8,4,3,Yes
29,1092,1,1,36,Research Scientist,4,4787,26124,9,14,2,4,2,2,Yes
31,754,26,1,63,Sales Executive,4,5617,21075,1,11,3,10,10,8,Yes
37,504,10,1,61,Manufacturing Director,3,10048,22573,6,11,2,17,1,0,Yes
19,303,2,2,47,Laboratory Technician,4,1102,9241,1,22,3,1,1,0,Yes
33,1017,25,1,55,Research Scientist,2,2313,2993,4,20,2,5,2,2,Yes
47,1093,9,3,82,Sales Executive,3,12936,24164,7,11,3,25,23,10,Yes
18,1306,5,2,69,Sales Representative,2,1878,8059,1,14,4,0,0,0,Yes
48,626,1,1,98,Laboratory Technician,3,5381,19294,9,13,4,23,1,0,Yes
58,601,7,3,53,Manufacturing Director,1,10008,12023,7,14,4,31,10,9,Yes
32,1045,4,4,32,Sales Executive,4,10400,25812,1,11,3,14,14,8,Yes
18,230,3,3,54,Laboratory Technician,3,1420,25233,1,13,3,0,0,0,Yes
25,599,24,3,73,Sales Representative,4,1118,8040,1,14,4,1,1,0,Yes
24,1448,1,1,62,Sales Representative,2,3202,21972,1,16,2,6,5,4,Yes
46,261,21,4,66,Healthcare Representative,2,8926,10842,4,22,4,13,9,7,Yes
29,896,18,3,86,Research Scientist,4,2389,14961,1,13,3,4,4,1,Yes
29,341,1,2,48,Sales Representative,3,2800,23522,6,19,3,5,3,2,Yes
25,383,9,1,68,Sales Representative,1,4400,15182,3,12,1,6,3,2,Yes
22,617,3,2,34,Manufacturing Director,3,4171,10022,0,19,1,4,3,2,Yes
37,370,10,4,58,Manufacturing Director,1,4213,4992,1,15,2,10,10,8,Yes
32,414,2,3,82,Sales Executive,2,9907,26186,7,12,3,7,2,2,Yes
30,334,26,3,52,Sales Executive,1,6696,22967,5,15,3,9,6,1,Yes
35,763,15,1,59,Sales Executive,4,5440,22098,6,14,4,7,2,2,Yes
28,1475,13,4,84,Sales Executive,3,9854,23352,3,11,4,6,2,2,Yes
58,781,2,4,57,Laboratory Technician,4,2380,13384,9,14,4,3,1,0,Yes
31,1445,1,3,100,Manufacturing Director,2,7446,8931,1,11,1,10,10,7,Yes
33,211,16,1,74,Sales Executive,1,8564,10092,2,20,3,11,0,0,Yes
35,1204,4,4,86,Sales Executive,1,9582,10333,0,22,1,9,8,7,Yes
41,1102,1,2,94,Sales Executive,4,5993,19479,8,11,1,8,6,5,Yes
34,699,6,2,83,Research Scientist,1,2960,17102,2,11,3,8,4,3,Yes
29,350,13,1,56,Human Resources,1,2335,3157,4,15,4,4,2,0,Yes
29,408,23,4,45,Sales Executive,1,7336,11162,1,13,1,11,11,10,Yes
21,1427,18,4,65,Research Scientist,4,2693,8870,1,19,1,1,1,0,Yes
19,602,1,3,100,Sales Representative,1,2325,20989,0,21,1,1,0,0,Yes
50,959,1,4,81,Sales Executive,3,4728,17251,3,14,4,5,0,0,Yes
31,1079,16,1,70,Sales Executive,3,8161,19002,2,13,1,10,1,0,Yes
46,669,9,3,64,Sales Executive,4,9619,13596,1,16,4,9,9,7,Yes
23,1243,6,3,63,Laboratory Technician,1,1601,3445,1,21,3,1,0,0,Yes
31,307,29,3,71,Laboratory Technician,2,3479,11652,0,11,2,6,5,4,Yes
36,660,15,1,81,Laboratory Technician,3,4834,7858,7,14,2,9,1,0,Yes
29,428,9,2,52,Sales Representative,2,2760,14630,1,13,3,2,2,2,Yes
29,115,13,1,51,Sales Executive,2,5765,17485,5,11,1,7,5,0,Yes
34,296,6,4,33,Sales Representative,3,2351,12253,0,16,4,3,2,0,Yes
55,436,2,3,37,Sales Executive,4,5160,21519,4,16,3,12,9,3,Yes
31,754,26,1,63,Sales Executive,4,5617,21075,1,11,3,10,10,8,Yes
29,318,8,2,77,Laboratory Technician,1,2119,4759,1,11,4,7,7,7,Yes
55,436,2,3,37,Sales Executive,4,5160,21519,4,16,3,12,9,3,Yes
33,827,29,1,54,Research Scientist,3,4508,3129,1,22,2,14,13,8,Yes
30,945,9,2,89,Sales Representative,4,1081,16019,1,13,3,1,1,0,Yes
27,1337,22,1,58,Human Resources,2,2863,19555,1,12,1,1,1,0,Yes
25,599,24,3,73,Sales Representative,4,1118,8040,1,14,4,1,1,0,Yes
31,754,26,1,63,Sales Executive,4,5617,21075,1,11,3,10,10,8,Yes
50,410,28,4,39,Sales Executive,1,10854,16586,4,13,2,20,3,0,Yes
42,481,12,3,44,Sales Executive,1,13758,2447,0,12,2,22,21,14,Yes
31,202,8,1,34,Research Scientist,2,1261,22262,1,12,3,1,1,0,Yes
41,1356,20,2,70,Sales Representative,2,3140,21728,1,22,4,4,4,2,Yes
29,992,1,3,85,Research Scientist,3,2058,19757,0,14,4,7,6,5,Yes
28,1434,5,3,50,Laboratory Technician,3,3441,11179,1,13,3,2,2,2,Yes
31,1060,1,4,54,Sales Representative,2,2302,8319,1,11,1,3,3,2,Yes
26,426,17,2,58,Human Resources,3,2741,22808,0,11,2,8,7,0,Yes
35,104,2,1,69,Laboratory Technician,1,2074,26619,1,12,4,1,1,0,Yes
33,527,1,4,63,Research Scientist,4,2686,5207,1,13,3,10,10,8,Yes
19,303,2,2,47,Laboratory Technician,4,1102,9241,1,22,3,1,1,0,Yes
33,1277,15,2,56,Manager,3,13610,24619,7,12,4,15,7,7,Yes
31,667,1,2,50,Sales Representative,3,1359,16154,1,12,2,1,1,0,Yes
44,920,24,4,43,Laboratory Technician,3,3161,19920,3,22,4,19,1,0,Yes
24,1448,1,1,62,Sales Representative,2,3202,21972,1,16,2,6,5,4,Yes
31,561,3,4,33,Research Scientist,3,4084,4156,1,12,1,7,7,7,Yes
26,1330,21,1,37,Laboratory Technician,3,2377,19373,1,20,3,1,1,0,Yes
19,303,2,2,47,Laboratory Technician,4,1102,9241,1,22,3,1,1,0,Yes
19,303,2,2,47,Laboratory Technician,4,1102,9241,1,22,3,1,1,0,Yes
19,419,21,4,37,Sales Representative,2,2121,9947,1,13,2,1,1,0,Yes
47,666,29,1,88,Manager,2,11849,10268,1,12,4,10,10,9,Yes
28,654,1,1,67,Research Scientist,2,2216,3872,7,13,4,10,7,7,Yes
35,556,23,2,50,Manufacturing Director,3,5916,15497,3,13,1,8,1,1,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
24,1287,7,1,55,Laboratory Technician,3,2886,14168,1,16,4,6,6,2,Yes
51,1323,4,1,34,Research Scientist,3,2461,10332,9,12,3,18,10,7,Yes
33,118,16,1,69,Sales Executive,1,5324,26507,5,15,3,6,3,2,Yes
31,359,18,4,89,Human Resources,1,2956,21495,0,17,3,2,1,0,Yes
31,754,26,1,63,Sales Executive,4,5617,21075,1,11,3,10,10,8,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
56,1162,24,1,97,Laboratory Technician,4,2587,10261,1,16,4,5,4,0,Yes
28,1366,24,2,72,Healthcare Representative,1,8722,12355,1,12,1,10,10,9,Yes
26,265,29,2,79,Sales Executive,1,4969,21813,8,18,4,7,2,2,Yes
19,602,1,3,100,Sales Representative,1,2325,20989,0,21,1,1,0,0,Yes
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
26,265,29,2,79,Sales Executive,1,4969,21813,8,18,4,7,2,2,Yes
30,138,22,1,48,Research Scientist,3,2132,11539,4,11,2,7,5,1,Yes
29,428,9,2,52,Sales Representative,2,2760,14630,1,13,3,2,2,2,Yes
23,638,9,4,33,Sales Representative,1,1790,26956,1,19,1,1,1,0,Yes
28,103,24,3,50,Laboratory Technician,3,2028,12947,5,14,2,6,4,3,Yes
21,1427,18,4,65,Research Scientist,4,2693,8870,1,19,1,1,1,0,Yes
32,1259,2,4,95,Laboratory Technician,2,1393,24852,1,12,1,1,1,0,Yes
24,240,22,4,58,Human Resources,3,1555,11585,1,11,3,1,1,0,Yes
29,806,7,2,39,Laboratory Technician,3,3339,17285,3,13,1,10,7,7,Yes
50,959,1,4,81,Sales Executive,3,4728,17251,3,14,4,5,0,0,Yes
24,1448,1,1,62,Sales Representative,2,3202,21972,1,16,2,6,5,4,Yes
35,662,18,4,67,Sales Executive,3,4614,23288,0,18,3,5,4,2,Yes
56,1162,24,1,97,Laboratory Technician,4,2587,10261,1,16,4,5,4,0,Yes
39,1162,3,4,41,Sales Executive,3,5238,17778,4,18,1,12,1,0,Yes
29,1092,1,1,36,Research Scientist,4,4787,26124,9,14,2,4,2,2,Yes
25,383,9,1,68,Sales Representative,1,4400,15182,3,12,1,6,3,2,Yes
45,1449,2,1,94,Manager,2,18824,2493,2,16,1,26,24,11,Yes
